AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen
08115024,Holzgerlingen-_Stadt,9532,,,,8349,,36,8313,3265,1308,1107,551,1358,342,,268,,,82,,,12,,,20,,,,,27,8322,2861,1125,1227,622,1398,418,31,135,50,37,54,12,28,6,6,312,,,,,
08115028,Leonberg-_Stadt,30856,,,,25808,,152,25656,9420,4509,3869,1693,3810,1247,,730,,,273,,,24,,,81,,,,,85,25723,8420,3862,3994,2083,3936,1492,58,330,169,95,190,48,29,9,25,983,,,,,
08115029,Magstadt,5870,,,,4914,,35,4879,1761,796,646,319,897,247,,158,,,37,,,6,,,12,,,,,24,4890,1591,685,637,357,940,288,8,80,33,23,32,4,8,4,6,194,,,,,
08115034,Mötzingen,2503,,,,2155,,18,2137,866,253,195,114,535,64,,82,,,24,,,1,,,3,,,,,11,2144,794,218,196,133,532,80,4,39,25,9,13,4,9,0,3,85,,,,,
08115037,Nufringen,4202,,,,3711,,24,3687,1531,566,518,220,535,170,,110,,,24,,,3,,,10,,,,,19,3692,1380,511,542,239,539,208,6,52,21,15,22,9,11,0,4,133,,,,,
08115041,Renningen-_Stadt,12536,,,,10870,,65,10805,3798,1906,1745,596,1754,458,,399,,,102,,,8,,,39,,,,,44,10826,3424,1643,1750,726,1792,616,18,201,72,36,94,19,15,5,15,400,,,,,
08115042,Rutesheim-_Stadt,7705,,,,6829,,42,6787,2768,1209,945,422,958,232,,182,,,50,,,6,,,15,,,,,21,6808,2489,1075,957,475,1038,322,12,100,37,18,39,12,9,3,5,217,,,,,
08115044,Schönaich,7065,,,,6070,,37,6033,2436,1018,718,349,1050,245,,163,,,37,,,2,,,15,,,,,28,6042,2138,881,795,407,1103,298,20,82,47,27,31,5,13,0,14,181,,,,,
08115045,Sindelfingen-_Stadt,37079,,,,29733,,228,29505,10120,5574,3579,1704,5457,1902,,730,,,262,,,68,,,109,,,,,176,29557,9054,4701,3559,1919,5551,2239,60,349,200,107,197,41,35,32,24,1489,,,,,
08115046,Steinenbronn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08115048,Waldenbuch-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08115050,Weil_der_Stadt-_Stadt,13285,,,,11365,,76,11289,4281,1728,1662,707,1967,454,,359,,,79,,,16,,,36,,,,,46,11319,3793,1499,1694,827,1976,624,25,188,79,62,55,26,12,6,13,440,,,,,
08115051,Weil_im_Schönbuch,7016,,,,6085,,44,6041,2357,891,735,455,1087,249,,188,,,52,,,7,,,20,,,,,28,6057,2143,795,790,432,1132,278,23,112,45,16,28,11,25,2,7,218,,,,,
08115052,Weissach,5515,,,,4841,,23,4818,2110,589,720,271,721,228,28,89,,,39,23,,,,,,,,,,11,4830,1849,620,690,359,747,226,13,58,41,14,30,8,17,0,4,154,,,,,
08115053,Jettingen,5469,,,,4650,,30,4620,1856,649,457,235,997,215,,165,,,22,,,2,,,22,,,,,23,4627,1613,537,489,295,1045,265,9,91,43,19,7,4,20,2,4,184,,,,,
08115054,Grafenau,4784,,,,4134,,38,4096,1701,538,487,299,731,169,,125,,,28,,,5,,,13,,,,,23,4111,1520,492,487,336,737,185,9,73,33,19,20,9,6,1,6,178,,,,,
08116004,Altbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116005,Altdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116006,Altenriet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116007,Baltmannsweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116008,Bempflingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116011,Beuren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116012,Bissingen_an_der_Teck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116014,Deizisau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116015,Denkendorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116016,Dettingen_unter_Teck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116018,Erkenbrechtsweiler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116019,Esslingen_am_Neckar-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116020,Frickenhausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116022,Großbettlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116027,Hochdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116029,Holzmaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116033,Kirchheim_unter_Teck-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116035,Köngen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116036,Kohlberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116037,Lichtenwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116041,Neckartailfingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116042,Neckartenzlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116043,Neidlingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116046,Neuffen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116047,Neuhausen_auf_den_Fildern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116048,Notzingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116049,Nürtingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116050,Oberboihingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116053,Ohmden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116054,Owen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116056,Plochingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116058,Reichenbach_an_der_Fils,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116063,Schlaitdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116068,Unterensingen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116070,Weilheim_an_der_Teck-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116071,Wendlingen_am_Neckar-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116072,Wernau_(Neckar)-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116073,Wolfschlugen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116076,Aichwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116077,Filderstadt-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116078,Leinfelden-Echterdingen-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116079,Lenningen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116080,Ostfildern-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08116081,Aichtal-_Stadt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08117001,Adelberg,1564,,,,1374,,7,1367,495,255,118,60,309,61,25,34,,,10,,,0,,,,,,,,2,1372,476,216,103,78,313,61,14,16,9,6,9,3,1,0,2,65,,,,,
08117002,Aichelberg,1002,,,,870,,4,866,298,110,113,53,223,27,9,25,,,8,,,0,,,,,,,,1,869,272,113,102,67,224,27,3,12,9,6,4,2,2,0,0,26,,,,,
08117003,Albershausen,3194,,,,2733,,17,2716,1056,412,245,121,636,110,38,80,,,14,,,4,,,,,,,,15,2718,929,370,244,162,663,120,23,38,17,14,13,4,1,0,1,119,,,,,
08117006,Bad_Ditzenbach,2827,,,,2371,,26,2345,1008,308,189,85,536,81,28,87,,,18,,,5,,,,,,,,18,2353,895,273,199,133,561,107,16,31,29,6,11,4,3,3,2,80,,,,,
08117007,Bad_Überkingen,2972,,,,2594,,23,2571,1181,362,189,113,544,73,30,54,,,20,,,5,,,,,,,,17,2577,1041,318,203,147,586,81,9,41,27,7,16,3,4,1,5,88,,,,,
08117009,Birenbach,1447,,,,1245,,7,1238,478,216,110,63,282,36,14,36,,,2,,,1,,,,,,,,3,1242,438,176,122,77,294,41,7,21,8,2,3,2,2,3,3,43,,,,,
08117010,Böhmenkirch,4069,,,,3485,,31,3454,1815,349,198,113,707,100,32,104,,,31,,,5,,,,,,,,25,3460,1488,356,247,176,789,108,19,89,24,12,22,4,1,0,4,121,,,,,
08117011,Börtlingen,1364,,,,1220,,9,1211,456,191,130,53,270,52,17,35,,,6,,,1,,,,,,,,6,1214,411,169,118,64,287,59,15,18,13,8,5,3,11,0,1,32,,,,,
08117012,Bad_Boll,3892,,,,3343,,22,3321,1013,509,692,162,586,162,57,104,,,32,,,4,,,,,,,,12,3331,939,487,542,217,626,201,25,59,28,14,13,17,7,2,5,149,,,,,
08117014,Deggingen,3977,,,,3323,,19,3304,1442,518,287,107,663,128,43,86,,,27,,,3,,,,,,,,16,3307,1299,422,323,164,692,140,19,54,33,9,21,3,2,1,4,121,,,,,
08117015,Donzdorf-_Stadt,7979,,,,6770,,46,6724,3127,994,569,243,1229,220,52,244,,,41,,,5,,,,,,,,31,6739,2784,876,617,386,1334,266,41,113,56,20,32,14,3,0,10,187,,,,,
08117016,Drackenstein,338,,,,297,,2,295,136,34,15,11,65,10,8,8,,,8,,,0,,,,,,,,1,296,113,37,13,12,70,12,4,6,6,4,3,0,0,0,1,15,,,,,
08117017,Dürnau,1648,,,,1462,,11,1451,506,246,190,63,319,57,23,36,,,9,,,2,,,,,,,,6,1456,477,207,170,90,330,76,10,18,11,7,5,1,1,0,0,53,,,,,
08117018,Ebersbach_an_der_Fils-_Stadt,10495,,,,8741,,62,8679,3204,1706,900,349,1616,468,99,249,,,72,,,16,,,,,,,,42,8699,2879,1391,943,487,1675,585,42,122,79,44,40,18,7,6,8,373,,,,,
08117019,Eislingen/Fils-_Stadt,13377,,,,10471,,111,10360,3353,1704,689,395,2771,562,119,700,,,54,,,13,,,,,,,,95,10376,3126,1500,743,543,2824,613,52,226,97,30,44,10,10,4,9,545,,,,,
08117020,Eschenbach,1680,,,,1467,,14,1453,533,234,130,66,359,44,23,49,,,13,,,2,,,,,,,,9,1458,499,198,121,75,365,53,13,27,12,11,4,6,1,0,2,71,,,,,
08117023,Gammelshausen,1111,,,,950,,7,943,334,183,119,37,186,32,17,21,,,13,,,1,,,,,,,,5,945,321,172,97,55,185,44,6,8,10,3,9,5,0,1,0,29,,,,,
08117024,Geislingen_an_der_Steige-_Stadt,15832,,,,12083,,122,11961,4082,2402,998,415,2693,818,134,302,,,98,,,19,,,,,,,,91,11992,3584,1969,1007,563,2758,949,55,171,114,57,66,25,11,8,14,641,,,,,
08117025,Gingen_an_der_Fils,3276,,,,2819,,25,2794,1115,497,199,101,618,117,23,85,,,37,,,2,,,,,,,,14,2805,1012,434,226,139,652,125,5,40,31,8,10,5,6,0,3,109,,,,,
08117026,Göppingen-_Stadt,36407,,,,28639,,286,28353,9142,5161,2869,1246,6974,1663,316,721,,,223,,,38,,,,,,,,196,28443,8406,4155,2874,1579,7045,1910,122,327,234,131,133,40,36,20,32,1399,,,,,
08117028,Gruibingen,1571,,,,1335,,4,1331,494,237,125,72,303,54,12,27,,,6,,,1,,,,,,,,4,1331,438,192,114,90,305,70,12,19,9,6,5,2,5,0,1,63,,,,,
08117029,Hattenhofen,2272,,,,1995,,7,1988,732,291,201,109,485,75,20,55,,,17,,,3,,,,,,,,6,1989,676,256,186,141,497,70,10,29,21,3,13,6,3,0,1,77,,,,,
08117030,Heiningen,3711,,,,3192,,28,3164,1167,569,356,141,649,118,49,93,,,19,,,3,,,,,,,,17,3175,1103,527,325,176,674,140,14,50,24,17,14,4,4,3,2,98,,,,,
08117031,Hohenstadt,586,,,,508,,4,504,237,41,39,25,117,24,3,9,,,7,,,2,,,,,,,,1,507,195,41,44,39,124,23,0,8,4,1,6,2,0,1,1,18,,,,,
08117033,Kuchen,3959,,,,3224,,32,3192,1227,616,254,114,694,131,35,101,,,18,,,2,,,,,,,,17,3207,1091,538,279,149,718,158,13,54,29,17,10,5,3,0,5,138,,,,,
08117035,Mühlhausen_im_Täle,789,,,,680,,1,679,305,83,50,17,168,26,5,18,,,7,,,0,,,,,,,,3,677,259,76,49,37,173,31,4,10,8,4,2,0,0,0,0,24,,,,,
08117037,Ottenbach,1878,,,,1677,,10,1667,769,227,125,86,333,38,11,61,,,13,,,4,,,,,,,,5,1672,717,181,154,101,357,48,6,30,9,1,9,1,1,0,5,52,,,,,
08117038,Rechberghausen,4081,,,,3480,,20,3460,1328,588,353,166,716,144,33,114,,,12,,,6,,,,,,,,19,3461,1240,477,361,212,741,152,15,53,31,20,14,5,4,3,25,108,,,,,
08117042,Salach,5376,,,,4392,,37,4355,1640,776,335,180,961,231,51,145,,,32,,,4,,,,,,,,24,4368,1485,643,375,226,1003,234,22,59,33,21,22,7,3,2,2,231,,,,,
08117043,Schlat,1347,,,,1195,,11,1184,466,189,129,54,228,43,18,48,,,9,,,0,,,,,,,,8,1187,428,163,127,84,240,52,9,21,8,3,8,4,2,0,2,36,,,,,
08117044,Schlierbach,2804,,,,2427,,14,2413,1010,326,237,123,487,101,29,87,,,9,,,4,,,,,,,,8,2419,895,312,241,148,525,96,12,46,19,8,6,3,6,4,2,96,,,,,
08117049,Süßen-_Stadt,6805,,,,5655,,47,5608,2017,1002,455,243,1328,299,70,133,,,55,,,6,,,,,,,,31,5624,1811,841,488,335,1379,318,26,59,41,21,32,17,7,1,9,239,,,,,
08117051,Uhingen-_Stadt,9845,,,,8163,,70,8093,2700,1440,718,329,2134,342,118,236,,,69,,,7,,,,,,,,51,8112,2458,1182,736,458,2125,412,48,123,62,39,39,19,13,2,7,389,,,,,
08117053,Wäschenbeuren,3089,,,,2724,,19,2705,1104,434,268,100,547,99,35,95,,,18,,,5,,,,,,,,10,2714,999,378,305,153,588,106,13,50,16,9,10,3,2,0,5,77,,,,,
08117055,Wangen,2449,,,,2099,,10,2089,777,393,242,74,438,77,18,56,,,13,,,1,,,,,,,,12,2087,733,331,250,113,434,92,8,28,14,17,5,3,4,1,2,52,,,,,
08117058,Wiesensteig-_Stadt,1402,,,,1146,,4,1142,530,154,93,30,228,60,10,25,,,12,,,0,,,,,,,,2,1144,471,119,106,51,234,64,1,16,24,6,5,3,0,0,0,44,,,,,
08117060,Zell_unter_Aichelberg,2404,,,,2106,,17,2089,874,279,226,63,475,88,18,50,,,14,,,2,,,,,,,,7,2099,801,251,217,105,483,97,12,26,16,7,5,3,1,2,0,73,,,,,
08117061,Lauterstein-_Stadt,1893,,,,1623,,11,1612,794,196,84,57,386,41,11,36,,,6,,,1,,,,,,,,9,1614,681,197,76,93,406,56,4,19,13,5,6,1,1,0,0,56,,,,,
08118001,Affalterbach,3192,,,,2832,,13,2819,1211,442,291,117,522,104,31,63,,,26,12,,,,,,,,,,11,2821,1027,410,308,200,556,115,19,34,16,11,16,4,5,0,2,98,,,,,
08118003,Asperg-_Stadt,8945,,,,7582,,49,7533,2809,1108,1262,349,1220,486,55,152,,,67,25,,,,,,,,,,28,7554,2509,1119,1152,473,1190,515,23,96,55,38,43,18,7,2,7,307,,,,,
08118006,Benningen_am_Neckar,4453,,,,3909,,16,3893,1500,661,550,170,582,198,39,126,,,59,8,,,,,,,,,,11,3898,1290,618,603,275,614,207,16,61,26,19,33,3,3,0,1,129,,,,,
08118007,Besigheim-_Stadt,8843,,,,7662,,53,7609,2959,1077,1075,265,1387,416,58,190,,,150,32,,,,,,,,,,38,7624,2428,1098,1105,429,1473,448,30,123,62,30,62,18,9,2,4,303,,,,,
08118010,Bönnigheim-_Stadt,5450,,,,4680,,25,4655,1903,681,520,167,821,272,44,125,,,102,20,,,,,,,,,,20,4660,1591,694,530,267,856,283,23,81,48,16,62,17,9,2,3,178,,,,,
08118011,Ditzingen-_Stadt,15907,,,,13663,,65,13598,5330,2118,2068,703,2097,689,105,310,,,120,58,,,,,,,,,,53,13610,4700,2027,2091,897,2161,745,57,204,102,52,104,22,19,4,7,418,,,,,
08118012,Eberdingen,4614,,,,3590,,25,3565,1477,439,441,190,678,195,35,77,,,26,7,,,,,,,,,,21,3569,1247,460,416,259,694,210,14,72,24,13,19,10,7,1,3,120,,,,,
08118014,Erdmannhausen,3710,,,,3201,,14,3187,1216,477,475,124,541,183,30,80,,,37,24,,,,,,,,,,6,3195,1051,506,471,168,559,173,17,45,20,17,27,15,1,2,3,120,,,,,
08118015,Erligheim,2258,,,,1974,,17,1957,786,313,199,65,368,98,24,51,,,41,12,,,,,,,,,,16,1958,690,294,224,91,378,100,11,38,22,11,28,4,3,0,6,58,,,,,
08118016,Freudental,1891,,,,1630,,10,1620,611,276,214,65,276,80,32,27,,,31,8,,,,,,,,,,5,1625,514,260,218,102,288,99,10,18,14,6,17,4,1,0,2,72,,,,,
08118018,Gemmrigheim,3016,,,,2551,,16,2535,1056,306,233,115,569,112,23,60,,,52,9,,,,,,,,,,14,2537,866,322,267,169,591,106,13,50,18,9,16,3,4,2,1,100,,,,,
08118019,Gerlingen-_Stadt,13288,,,,11543,,78,11465,4780,1755,1952,631,1386,535,71,182,,,97,76,,,,,,,,,,48,11495,4199,1726,1874,918,1389,604,35,123,68,48,75,27,9,4,9,387,,,,,
08118021,Großbottwar-_Stadt,5844,,,,5030,,22,5008,2074,699,497,192,950,238,61,189,,,79,29,,,,,,,,,,14,5016,1831,634,543,264,992,266,30,98,46,29,49,14,20,8,2,190,,,,,
08118027,Hemmingen,5359,,,,4566,,19,4547,1734,741,501,231,954,203,34,89,,,45,15,,,,,,,,,,15,4551,1525,709,477,293,980,239,14,59,33,15,23,11,6,0,4,163,,,,,
08118028,Hessigheim,1682,,,,1453,,20,1433,627,188,141,30,316,51,14,31,,,21,14,,,,,,,,,,7,1446,524,197,139,65,336,52,12,25,15,9,16,4,9,0,1,42,,,,,
08118040,Kirchheim_am_Neckar,3614,,,,2984,,13,2971,1106,483,331,106,547,232,41,62,,,51,12,,,,,,,,,,11,2973,924,477,359,152,570,227,11,39,28,8,24,8,1,0,3,142,,,,,
08118046,Kornwestheim-_Stadt,20587,,,,16991,,126,16865,5639,2897,2489,875,2987,1345,165,256,,,153,59,,,,,,,,,,97,16894,4918,2782,2274,1019,2996,1458,69,167,123,54,121,23,11,7,18,854,,,,,
08118047,Löchgau,4068,,,,3599,,26,3573,1452,544,415,131,659,150,37,118,,,52,15,,,,,,,,,,13,3586,1242,544,459,193,684,162,15,68,25,11,32,4,6,1,2,138,,,,,
08118048,Ludwigsburg-_Stadt,57701,,,,47489,,325,47164,14875,7542,9183,2366,7618,3802,363,692,,,538,185,,,,,,,,,,202,47287,13156,7470,8279,2777,7526,4271,153,417,331,199,423,83,58,25,43,2076,,,,,
08118049,Marbach_am_Neckar-_Stadt,10524,,,,9086,,56,9030,3135,1606,1523,284,1415,559,65,233,,,160,50,,,,,,,,,,34,9052,2695,1542,1491,484,1469,625,35,109,68,33,76,31,5,3,6,380,,,,,
08118050,Markgröningen-_Stadt,9392,,,,7998,,44,7954,2914,1240,1058,372,1565,442,76,156,,,90,41,,,,,,,,,,27,7971,2594,1173,1038,483,1562,484,25,126,51,36,62,18,7,1,13,298,,,,,
08118051,Möglingen,7150,,,,5965,,38,5927,2096,1010,694,284,1164,410,67,122,,,47,33,,,,,,,,,,29,5936,1901,948,644,345,1127,440,23,92,46,26,33,15,9,0,3,284,,,,,
08118053,Mundelsheim,2449,,,,2187,,10,2177,1001,242,259,78,367,99,23,52,,,46,10,,,,,,,,,,5,2182,824,274,266,152,405,98,10,29,17,11,25,0,7,0,5,59,,,,,
08118054,Murr,4633,,,,3971,,24,3947,1647,623,372,150,731,192,48,129,,,39,16,,,,,,,,,,19,3952,1362,643,400,240,772,192,22,84,36,13,32,8,3,1,2,142,,,,,
